item code,item label,item type,item status,text type,text content,text type,text content,media url,price currencyid,price quantity,price value,price tax rate,attribute code,attribute type,subproduct code,product list type,property value,property type,catalog code,catalog list type
6403-1195,Michelin MT90 B 16 commander II 72H,default,1,short,Michelin MT90 B 16 commander II 72H,long,long selection description,products/290-michelin-mt90-b-16-commander-ii-72h-1.jpg;products/290-michelin-mt90-b-16-commander-ii-72h-2.jpg;products/290-michelin-mt90-b-16-commander-ii-72h-3.jpg,MXN,1,4342,4342,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7608-1053,Mochila echelon negro ALPINESTARS,default,1,short,Mochila echelon negro ALPINESTARS,long,long selection description,products/528-mochila-echelon-negro-alpinestars-1.jpg;products/528-mochila-echelon-negro-alpinestars-2.jpg;products/528-mochila-echelon-negro-alpinestars-3.jpg,MXN,1,2664,2664,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7608-1056,Mochila force negro ALPINESTARS,default,1,short,Mochila force negro ALPINESTARS,long,long selection description,products/525-mochila-force-negro-alpinestars-1.jpg;products/525-mochila-force-negro-alpinestars-2.jpg;products/525-mochila-force-negro-alpinestars-3.jpg,MXN,1,4172,4172,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7608-1064,Mochila lite negro carbon ALPINESTARS,default,1,short,Mochila lite negro carbon ALPINESTARS,long,long selection description,products/616-mochila-lite-negro-carbon-alpinestars-2.jpg,MXN,1,1733,1733,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7608-1062,Mochila starter azul carbón ALPINESTARS,default,1,short,Mochila starter azul carbón ALPINESTARS,long,long selection description,products/527-mochila-starter-azul-carbon-alpinestars-1.jpg;products/527-mochila-starter-azul-carbon-alpinestars-2.jpg;products/527-mochila-starter-azul-carbon-alpinestars-3.jpg,MXN,1,1033,1033,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7608-1061,Mochila starter negro carbón ALPINESTARS,default,1,short,Mochila starter negro carbón ALPINESTARS,long,long selection description,products/526-mochila-starter-negro-carbon-alpinestars-1.jpg;products/526-mochila-starter-negro-carbon-alpinestars-2.jpg;products/526-mochila-starter-negro-carbon-alpinestars-3.jpg,MXN,1,1033,1033,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7608-1063,Mochila starter rojo ALPINESTARS,default,1,short,Mochila starter rojo ALPINESTARS,long,long selection description,products/524-mochila-starter-rojo-alpinestars-1.jpg;products/524-mochila-starter-rojo-alpinestars-2.jpg;products/524-mochila-starter-rojo-alpinestars-3.jpg;products/524-mochila-starter-rojo-alpinestars-4.jpg,MXN,1,1033,1033,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1136, 7603-1137",Pantalón drystar radon negro ALPINESTARS,default,1,short,Pantalón drystar radon negro ALPINESTARS,long,long selection description,products/387-pantalon-drystar-radon-negro-alpinestars-1.jpg;products/387-pantalon-drystar-radon-negro-alpinestars-2.jpg;products/387-pantalon-drystar-radon-negro-alpinestars-3.jpg,MXN,1,5367,5367,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1099, 7603-1100, 7603-1101, 7603-1102",Pantalón para motocross racer blanco negro braap ALPINESTARS,default,1,short,Pantalón para motocross racer blanco negro braap ALPINESTARS,long,long selection description,products/394-pantalon-para-motocross-racer-braap-alpinestars-1.jpg;products/394-pantalon-para-motocross-racer-braap-alpinestars-2.jpg;products/394-pantalon-para-motocross-racer-braap-alpinestars-3.jpg;products/394-pantalon-para-motocross-racer-braap-alpinestars-4.jpg,MXN,1,1947,1947,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1194, 7603-1195, 7603-1196, 7603-1197",Pantalón para motocross racer braap amarillo ALPINESTARS,default,1,short,Pantalón para motocross racer braap amarillo ALPINESTARS,long,long selection description,products/385-pantalon-para-motocross-racer-braap-alpinestars-1.jpg;products/385-pantalon-para-motocross-racer-braap-alpinestars-2.jpg;products/385-pantalon-para-motocross-racer-braap-alpinestars-3.jpg,MXN,1,2412,2412,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1115, 7603-1116, 7603-1117, 7603-1118",Pantalón para motocross racer braap azul ALPINESTARS,default,1,short,Pantalón para motocross racer braap azul ALPINESTARS,long,long selection description,products/393-pantalon-para-motocross-racer-braap-alpinestars-1.jpg;products/393-pantalon-para-motocross-racer-braap-alpinestars-2.jpg;products/393-pantalon-para-motocross-racer-braap-alpinestars-3.jpg;products/393-pantalon-para-motocross-racer-braap-alpinestars-4.jpg,MXN,1,1947,1947,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1159, 7603-1160, 7603-1161, 7603-1165",Pantalón para motocross racer braap azul ALPINESTARS,default,1,short,Pantalón para motocross racer braap azul ALPINESTARS,long,long selection description,products/391-pantalon-para-motocross-racer-braap-alpinestars-1.jpg;products/391-pantalon-para-motocross-racer-braap-alpinestars-2.jpg;products/391-pantalon-para-motocross-racer-braap-alpinestars-3.jpg;products/391-pantalon-para-motocross-racer-braap-alpinestars-4.jpg,MXN,1,2412,2412,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1103, 7603-1104, 7603-1105, 7603-1106",Pantalón para motocross racer braap blanco ALPINESTARS,default,1,short,Pantalón para motocross racer braap blanco ALPINESTARS,long,long selection description,products/390-pantalon-para-motocross-racer-braap-alpinestars-1.jpg;products/390-pantalon-para-motocross-racer-braap-alpinestars-2.jpg;products/390-pantalon-para-motocross-racer-braap-alpinestars-3.jpg;products/390-pantalon-para-motocross-racer-braap-alpinestars-4.jpg,MXN,1,1947,1947,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1166, 7603-1167, 7603-1168, 7603-1169, 7603-1170, 7603-1171",Pantalón para motocross racer braap fluo naranja ALPINESTARS,default,1,short,Pantalón para motocross racer braap fluo naranja ALPINESTARS,long,long selection description,products/384-pantalon-para-motocross-racer-braap-fluo-alpinestars-1.jpg;products/384-pantalon-para-motocross-racer-braap-fluo-alpinestars-2.jpg;products/384-pantalon-para-motocross-racer-braap-fluo-alpinestars-3.jpg;products/384-pantalon-para-motocross-racer-braap-fluo-alpinestars-4.jpg,MXN,1,2412,2412,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1095, 7603-1096, 7603-1097, 7603-1098",Pantalón para motocross racer braap negro ALPINESTARS,default,1,short,Pantalón para motocross racer braap negro ALPINESTARS,long,long selection description,products/389-pantalon-para-motocross-racer-braap-alpinestars-1.jpg;products/389-pantalon-para-motocross-racer-braap-alpinestars-2.jpg;products/389-pantalon-para-motocross-racer-braap-alpinestars-3.jpg;products/389-pantalon-para-motocross-racer-braap-alpinestars-4.jpg,MXN,1,1947,1947,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1147, 7603-1148, 7603-1149",Pantalón para motocross racer supermatic azul ALPINESTARS,default,1,short,Pantalón para motocross racer supermatic azul ALPINESTARS,long,long selection description,products/400-pantalon-para-motocross-racer-supermatic-alpinestars-1.jpg;products/400-pantalon-para-motocross-racer-supermatic-alpinestars-2.jpg;products/400-pantalon-para-motocross-racer-supermatic-alpinestars-3.jpg;products/400-pantalon-para-motocross-racer-supermatic-alpinestars-4.jpg,MXN,1,1947,1947,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
" 7603-1139, 7603-1140, 7603-1141, 7603-1142",Pantalón para motocross racer supermatic negro ALPINESTARS,default,1,short,Pantalón para motocross racer supermatic negro ALPINESTARS,long,long selection description,products/397-pantalon-para-motocross-racer-supermatic-negro-alpinestars-1.jpg;products/397-pantalon-para-motocross-racer-supermatic-negro-alpinestars-2.jpg;products/397-pantalon-para-motocross-racer-supermatic-negro-alpinestars-3.jpg;products/397-pantalon-para-motocross-racer-supermatic-negro-alpinestars-4.jpg,MXN,1,1647,1647,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1079, 7603-1080, 7603-1081, 7603-1082",Pantalón para motocross techstar factory  azul ALPINESTARS,default,1,short,Pantalón para motocross techstar factory  azul ALPINESTARS,long,long selection description,products/401-pantalon-para-motocross-techstar-factory-azul-alpinestars-1.jpg;products/401-pantalon-para-motocross-techstar-factory-azul-alpinestars-2.jpg;products/401-pantalon-para-motocross-techstar-factory-azul-alpinestars-3.jpg;products/401-pantalon-para-motocross-techstar-factory-azul-alpinestars-4.jpg,MXN,1,2995,2995,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1174, 7603-1175, 7603-1176,7603-1177",Pantalón para motocross techstar factory  negro fluo ALPINESTARS,default,1,short,Pantalón para motocross techstar factory  negro fluo ALPINESTARS,long,long selection description,products/383-pantalon-para-motocross-techstar-factory-negro-fluo-alpinestars-1.jpg;products/383-pantalon-para-motocross-techstar-factory-negro-fluo-alpinestars-2.jpg;products/383-pantalon-para-motocross-techstar-factory-negro-fluo-alpinestars-3.jpg,MXN,1,3617,3617,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1186, 7603-1187, 7603-1188, 7603-1189",Pantalón para motocross techstar factory amarillo ALPINESTARS,default,1,short,Pantalón para motocross techstar factory amarillo ALPINESTARS,long,long selection description,products/388-pantalon-para-motocross-techstar-factory-alpinestars-1.jpg;products/388-pantalon-para-motocross-techstar-factory-alpinestars-2.jpg;products/388-pantalon-para-motocross-techstar-factory-alpinestars-3.jpg,MXN,1,3617,3617,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1178, 7603-1179, 7603-1180, 7603-1181",Pantalón para motocross techstar factory azul ALPINESTARS,default,1,short,Pantalón para motocross techstar factory azul ALPINESTARS,long,long selection description,products/386-pantalon-para-motocross-techstar-factory-alpinestars-1.jpg;products/386-pantalon-para-motocross-techstar-factory-alpinestars-2.jpg;products/386-pantalon-para-motocross-techstar-factory-alpinestars-3.jpg,MXN,1,3617,3617,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1075, 7603-1076, 7603-1077, 7603-1078",Pantalón para motocross techstar factory blanco ALPINESTARS,default,1,short,Pantalón para motocross techstar factory blanco ALPINESTARS,long,long selection description,products/399-pantalon-para-motocross-techstar-factory-alpinestars-1.jpg;products/399-pantalon-para-motocross-techstar-factory-alpinestars-2.jpg;products/399-pantalon-para-motocross-techstar-factory-alpinestars-3.jpg;products/399-pantalon-para-motocross-techstar-factory-alpinestars-4.jpg,MXN,1,2995,2995,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1091, 7603-1092, 7603-1093, 7603-1094",Pantalón para motocross techstar venom azul ALPINESTARS,default,1,short,Pantalón para motocross techstar venom azul ALPINESTARS,long,long selection description,products/396-pantalon-para-motocross-techstar-venom-azul-alpinestars-1.jpg;products/396-pantalon-para-motocross-techstar-venom-azul-alpinestars-2.jpg;products/396-pantalon-para-motocross-techstar-venom-azul-alpinestars-3.jpg;products/396-pantalon-para-motocross-techstar-venom-azul-alpinestars-4.jpg,MXN,1,2995,2995,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1088, 7603-1089, 7603-1090",Pantalón para motocross techstar venom blanco ALPINESTARS,default,1,short,Pantalón para motocross techstar venom blanco ALPINESTARS,long,long selection description,products/395-pantalon-para-motocross-techstar-venom-marino-naranja-alpinestars-1.jpg;products/395-pantalon-para-motocross-techstar-venom-marino-naranja-alpinestars-2.jpg;products/395-pantalon-para-motocross-techstar-venom-marino-naranja-alpinestars-3.jpg,MXN,1,2995,2995,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1083, 7603-1084, 7603-1085, 7603-1086",Pantalón para motocross techstar venom naranja  ALPINESTARS,default,1,short,Pantalón para motocross techstar venom naranja  ALPINESTARS,long,long selection description,products/392-pantalon-para-motocross-techstar-venom-alpinestars-1.jpg;products/392-pantalon-para-motocross-techstar-venom-alpinestars-2.jpg;products/392-pantalon-para-motocross-techstar-venom-alpinestars-3.jpg;products/392-pantalon-para-motocross-techstar-venom-alpinestars-4.jpg,MXN,1,2995,2995,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1170, 7603-1171",Pantalón para motocross youth racer braap fluo naranja ALPINESTARS,default,1,short,Pantalón para motocross youth racer braap fluo naranja ALPINESTARS,long,long selection description,products/596-pantalon-para-motocross-youth-racer-braap-fluo-naranja-alpinestars-1.jpg;products/596-pantalon-para-motocross-youth-racer-braap-fluo-naranja-alpinestars-2.jpg;products/596-pantalon-para-motocross-youth-racer-braap-fluo-naranja-alpinestars-3.jpg;products/596-pantalon-para-motocross-youth-racer-braap-fluo-naranja-alpinestars-4.jpg,MXN,1,2059,2059,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1007, 7603-1009, 7603-1010, 7603-1011, 7603-1012, 7603-1013",Pantalón textil air flo A-10 negro ALPINESTARS,default,1,short,Pantalón textil air flo A-10 negro ALPINESTARS,long,long selection description,products/382-pantalon-textil-air-flo-a-10-negro-alpinestars-1.jpg;products/382-pantalon-textil-air-flo-a-10-negro-alpinestars-2.jpg;products/382-pantalon-textil-air-flo-a-10-negro-alpinestars-3.jpg,MXN,1,6286,6286,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7603-1154, 7603-1155, 7603-1156, 7603-1157",Pantalón textil gore-tex new land negro ALPINESTARS,default,1,short,Pantalón textil gore-tex new land negro ALPINESTARS,long,long selection description,products/402-pantalon-textil-gore-tex-new-land-negro-alpinestars-1.jpg;products/402-pantalon-textil-gore-tex-new-land-negro-alpinestars-2.jpg;products/402-pantalon-textil-gore-tex-new-land-negro-alpinestars-3.jpg,MXN,1,10886,10886,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7608-1066,"Paraguas negro, rojo ALPINESTARS",default,1,short,"Paraguas negro, rojo ALPINESTARS",long,long selection description,products/619-paraguas-negro-rojo-alpinestars-1.jpg,MXN,1,821,821,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1471, 7612-1472, 7612-1473, 7612-1474",Playera ageless classic azul ALPINESTARS,default,1,short,Playera ageless classic azul ALPINESTARS,long,long selection description,products/638-playera-ageless-classic-azul-alpinestars-1.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1467, 7612-1468, 7612-1469, 7612-1470",Playera ageless classic negro ALPINESTARS,default,1,short,Playera ageless classic negro ALPINESTARS,long,long selection description,products/637-playera-ageless-classic-negro-alpinestars-1.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1410,7612-1411",Playera awakens gris ALPINESTARS,default,1,short,Playera awakens gris ALPINESTARS,long,long selection description,products/640-playera-awakens-gris-alpinestars-1.jpg,MXN,1,683,683,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
 7612-1408   7612-1409,Playera awakens negro ALPINESTARS,default,1,short,Playera awakens negro ALPINESTARS,long,long selection description,products/639-playera-awakens-negro-alpinestars-1.jpg,MXN,1,683,683,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1450, 7612-1451, 7612-1452, 7612-1453",Playera blaze classic negro ALPINESTARS,default,1,short,Playera blaze classic negro ALPINESTARS,long,long selection description,products/631-playera-blaze-classic-negro-alpinestars-1.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1479, 7612-1480, 7612-1481,7612-1482",Playera blaze tank gris ALPINESTARS,default,1,short,Playera blaze tank gris ALPINESTARS,long,long selection description,products/642-playera-blaze-tank-gris-alpinestars-1.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1438, 7612-1439, 7612-1440, 7612-1441",Playera blaze tank negro ALPINESTARS,default,1,short,Playera blaze tank negro ALPINESTARS,long,long selection description,products/641-playera-blaze-tank-negro-alpinestars-1.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1463, 7612-1464, 7612-1465, 7612-1466",Playera burnt militar ALPINESTARS,default,1,short,Playera burnt militar ALPINESTARS,long,long selection description,products/635-playera-burnt-militar-alpinestars-1.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1420, 7612-1421",Playera burnt negro ALPINESTARS,default,1,short,Playera burnt negro ALPINESTARS,long,long selection description,products/629-playera-burnt-negro-alpinestars-2.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1337, 7612-1338",Playera capita negro ALPINESTARS,default,1,short,Playera capita negro ALPINESTARS,long,long selection description,products/471-playera-capita-negro-alpinestars-1.jpg;products/471-playera-capita-negro-alpinestars-2.jpg,MXN,1,819,819,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1341, 7612-1342, 7612-1344",Playera capita verde militar ALPINESTARS,default,1,short,Playera capita verde militar ALPINESTARS,long,long selection description,products/472-playera-capita-verde-militar-alpinestars-1.jpg;products/472-playera-capita-verde-militar-alpinestars-2.jpg,MXN,1,819,819,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1363, 7612-1364",Playera carbon ageless blanco ALPINESTARS,default,1,short,Playera carbon ageless blanco ALPINESTARS,long,long selection description,products/474-playera-carbon-ageless-blanco-alpinestars-1.jpg;products/474-playera-carbon-ageless-blanco-alpinestars-2.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7612-1359,Playera carbon ageless negro ALPINESTARS,default,1,short,Playera carbon ageless negro ALPINESTARS,long,long selection description,products/473-playera-carbon-ageless-negro-alpinestars-1.jpg;products/473-playera-carbon-ageless-negro-alpinestars-2.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1367, 7612-1368, 7612-1370",Playera carbon ageless rojo ALPINESTARS,default,1,short,Playera carbon ageless rojo ALPINESTARS,long,long selection description,products/475-playera-carbon-ageless-rojo-alpinestars-1.jpg;products/475-playera-carbon-ageless-rojo-alpinestars-2.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1483, 7612-1484, 7612-1485, 7612-1486",Playera circuit SS knit negro ALPINESTARS,default,1,short,Playera circuit SS knit negro ALPINESTARS,long,long selection description,products/636-playera-circuit-ss-knit-negro-alpinestars-1.jpg,MXN,1,1149,1149,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7612-1320,Playera corp shift blanco ALPINESTARS,default,1,short,Playera corp shift blanco ALPINESTARS,long,long selection description,products/476-playera-corp-shift-blanco-alpinestars-1.jpg;products/476-playera-corp-shift-blanco-alpinestars-2.jpg,MXN,1,495,495,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1294, 7612-1295",Playera corp shift rojo ALPINESTARS,default,1,short,Playera corp shift rojo ALPINESTARS,long,long selection description,products/500-playera-corp-shift-rojo-alpinestars-1.jpg;products/500-playera-corp-shift-rojo-alpinestars-2.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7612-1289,Playera corp shift rojo ALPINESTARS,default,1,short,Playera corp shift rojo ALPINESTARS,long,long selection description,products/477-playera-corp-shift-rojo-alpinestars-1.jpg;products/477-playera-corp-shift-rojo-alpinestars-2.jpg,MXN,1,495,495,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1422, 7612-1423, 7612-1424, 7612-1425",Playera crew negro ALPINESTARS,default,1,short,Playera crew negro ALPINESTARS,long,long selection description,products/630-playera-crew-negro-alpinestars-2.jpg,MXN,1,1006,1006,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1300, 7612-1301",Playera cutler classic blanco ALPINESTARS,default,1,short,Playera cutler classic blanco ALPINESTARS,long,long selection description,products/479-playera-cutler-classic-blanco-alpinestars-1.jpg;products/479-playera-cutler-classic-blanco-alpinestars-2.jpg,MXN,1,495,495,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1306, 7612-1307",Playera cutler classic café ALPINESTARS,default,1,short,Playera cutler classic café ALPINESTARS,long,long selection description,products/478-playera-cutler-classic-cafe-alpinestars-1.jpg;products/478-playera-cutler-classic-cafe-alpinestars-2.jpg,MXN,1,495,495,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1434, 7612-1435, 7612-1436, 7612-1437",Playera decal blanco ALPINESTARS,default,1,short,Playera decal blanco ALPINESTARS,long,long selection description,products/644-playera-decal-blanco-alpinestars-1.jpg,MXN,1,1006,1006,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1430, 7612-1431, 7612-1432, 7612-1433",Playera decal negro ALPINESTARS,default,1,short,Playera decal negro ALPINESTARS,long,long selection description,products/643-playera-decal-negro-alpinestars-1.jpg,MXN,1,1006,1006,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1399,  7612-1400,   7612-1401, 7612-1454",Playera fast star negro ALPINESTARS,default,1,short,Playera fast star negro ALPINESTARS,long,long selection description,products/632-playera-fast-star-negro-alpinestars-1.jpg,MXN,1,683,683,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7612-1462,Playera first order azul ALPINESTARS,default,1,short,Playera first order azul ALPINESTARS,long,long selection description,products/646-playera-first-order-azul-alpinestars-1.jpg,MXN,1,771,771,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7612-1461,Playera first order gris ALPINESTARS,default,1,short,Playera first order gris ALPINESTARS,long,long selection description,products/645-playera-first-order-gris-alpinestars-1.jpg,MXN,1,771,771,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1379, 7612-1380, 7612-1381",Playera forge azul ALPINESTARS,default,1,short,Playera forge azul ALPINESTARS,long,long selection description,products/496-playera-forge-azul-alpinestars-1.jpg;products/496-playera-forge-azul-alpinestars-2.jpg,MXN,1,812,812,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1382, 7612-1383, 7612-1384",Playera freedom negro ALPINESTARS,default,1,short,Playera freedom negro ALPINESTARS,long,long selection description,products/489-playera-freedom-negro-alpinestars-1.jpg;products/489-playera-freedom-negro-alpinestars-2.jpg,MXN,1,812,812,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7612-1327,Playera hatfields negro ALPINESTARS,default,1,short,Playera hatfields negro ALPINESTARS,long,long selection description,products/493-playera-hatfields-negro-alpinestars-1.jpg;products/493-playera-hatfields-negro-alpinestars-2.jpg,MXN,1,619,619,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7612-1345,Playera ignite negro ALPINESTARS,default,1,short,Playera ignite negro ALPINESTARS,long,long selection description,products/491-playera-ignite-negro-alpinestars-1.jpg;products/491-playera-ignite-negro-alpinestars-2.jpg,MXN,1,819,819,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1416, 7612-1417, 7612-1418,7612-1419",Playera landspeed militar ALPINESTARS,default,1,short,Playera landspeed militar ALPINESTARS,long,long selection description,products/648-playera-landspeed-militar-alpinestars-1.jpg,MXN,1,683,683,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1412, 7612-1413, 7612-1414, 7612-1415",Playera landspeed negro ALPINESTARS,default,1,short,Playera landspeed negro ALPINESTARS,long,long selection description,products/647-playera-landspeed-negro-alpinestars-1.jpg,MXN,1,683,683,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1402, 7612-1377, 7612-1378, 7612-1455",Playera launch negro ALPINESTARS,default,1,short,Playera launch negro ALPINESTARS,long,long selection description,products/633-playera-launch-negro-alpinestars-1.jpg,MXN,1,683,683,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1403, 7612-1404, 7612-1405, 7612-1456",Playera leader board negro ALPINESTARS,default,1,short,Playera leader board negro ALPINESTARS,long,long selection description,products/634-playera-leader-board-negro-alpinestars-1.jpg,MXN,1,683,683,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1397 , 7612-1398",Playera motostart blanco ALPINESTARS,default,1,short,Playera motostart blanco ALPINESTARS,long,long selection description,products/481-playera-motostart-blanco-alpinestars-1.jpg;products/481-playera-motostart-blanco-alpinestars-2.jpg,MXN,1,650,650,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1393, 7612-1394, 7612-1395",Playera motostart negro ALPINESTARS,default,1,short,Playera motostart negro ALPINESTARS,long,long selection description,products/480-playera-motostart-negro-alpinestars-1.jpg;products/480-playera-motostart-negro-alpinestars-2.jpg,MXN,1,650,650,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1374, 7612-1375, 7612-1376",Playera override azul ALPINESTARS,default,1,short,Playera override azul ALPINESTARS,long,long selection description,products/482-playera-override-azul-alpinestars-1.jpg;products/482-playera-override-azul-alpinestars-2.jpg,MXN,1,650,650,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1371, 7612-1372, 7612-1373",Playera override negro ALPINESTARS,default,1,short,Playera override negro ALPINESTARS,long,long selection description,products/483-playera-override-negro-alpinestars-1.jpg;products/483-playera-override-negro-alpinestars-2.jpg,MXN,1,650,650,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1385, 7612-1386, 7612-1387",Playera pinnacle negro ALPINESTARS,default,1,short,Playera pinnacle negro ALPINESTARS,long,long selection description,products/490-playera-pinnacle-negro-alpinestars-1.jpg;products/490-playera-pinnacle-negro-alpinestars-2.jpg,MXN,1,812,812,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1349, 7612-1350",Playera pitch gris ALPINESTARS,default,1,short,Playera pitch gris ALPINESTARS,long,long selection description,products/492-playera-pitch-gris-alpinestars-1.jpg;products/492-playera-pitch-gris-alpinestars-2.jpg,MXN,1,819,819,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1355, 7612-1356, 7612-1358",Playera presto azul ALPINESTARS,default,1,short,Playera presto azul ALPINESTARS,long,long selection description,products/487-playera-presto-azul-alpinestars-1.jpg;products/487-playera-presto-azul-alpinestars-2.jpg,MXN,1,819,819,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1325, 7612-1326",Playera radiance classic negro ALPINESTARS,default,1,short,Playera radiance classic negro ALPINESTARS,long,long selection description,products/486-playera-radiance-classic-negro-alpinestars-1.jpg;products/486-playera-radiance-classic-negro-alpinestars-2.jpg,MXN,1,586,586,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1391, 7612-1392",Playera scan negro ALPINESTARS,default,1,short,Playera scan negro ALPINESTARS,long,long selection description,products/488-playera-scan-negro-alpinestars-1.jpg;products/488-playera-scan-negro-alpinestars-2.jpg,MXN,1,650,650,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1331, 7612-1332",Playera sprockets blanco ALPINESTARS,default,1,short,Playera sprockets blanco ALPINESTARS,long,long selection description,products/499-playera-sprockets-blanco-alpinestars-1.jpg;products/499-playera-sprockets-blanco-alpinestars-2.jpg,MXN,1,702,702,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7609-1012, 7609-1013, 7609-1014",Playera térmica tech negro ALPINESTARS,default,1,short,Playera térmica tech negro ALPINESTARS,long,long selection description,products/484-playera-termica-en-interior-summer-tech-negro-alpinestars-1.jpg;products/484-playera-termica-en-interior-summer-tech-negro-alpinestars-2.jpg;products/484-playera-termica-en-interior-summer-tech-negro-alpinestars-3.jpg,MXN,1,1442,1442,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7612-1442, 7612-1443, 7612-1444, 7612-1445",Playera wordmark negro ALPINESTARS,default,1,short,Playera wordmark negro ALPINESTARS,long,long selection description,products/651-playera-wordmark-negro-alpinestars-1.jpg,MXN,1,683,683,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
